#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:tree" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:tree">
#                <taxonset id="TaxonSet.transeurasian" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="bcov_alpha_prior.s:transeurasian" name="distribution">
#            <parameter id="bcov_alpha.s:transeurasian" lower="1.0E-4" name="x" upper="1.0">0.5</parameter>
#            <Uniform id="Uniform.1" name="distr"/>
#        </prior>
#        <prior id="bcov_s_prior.s:transeurasian" name="distribution">
#            <parameter id="bcov_s.s:transeurasian" lower="1.0E-4" name="x" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" upper="0.0">0.05</parameter>
#                <parameter id="RealParameter.1" lower="0.0" name="beta" upper="0.0">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="YuleBirthRatePrior.t:tree" name="distribution" x="@birthRate.t:tree">
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#        <prior id="MeanRatePrior.c:clock" name="distribution">
#            <parameter id="ucldMean.c:clock" name="x">1.0</parameter>
#            <Uniform id="Uniform.4" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:clock" name="distribution">
#            <parameter id="ucldStdev.c:clock" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="Yayoi.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Yayoi" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Yuwan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Yonaguni" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Shuri" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Okinoerabu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ogami" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Japanese" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ikema" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Hateruma" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tarama" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.0" meanInRealSpace="true" name="distr" offset="1700.0">
#                <parameter estimate="false" id="RealParameter.6" name="M">400.0</parameter>
#                <parameter estimate="false" id="RealParameter.7" lower="0.0" name="S" upper="5.0">0.6</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.transeurasian	TreeHeight.t:tree	mutationRate.s:transeurasian	bcov_alpha.s:transeurasian	bcov_s.s:transeurasian	YuleModel.t:tree	birthRate.t:tree	frequencies.s:transeurasian1	frequencies.s:transeurasian2	ucldStdev.c:clock	rate.c:clock.mean	rate.c:clock.variance	rate.c:clock.coefficientOfVariation	monophyletic(Yayoi)	logP(mrca(Yayoi))	mrcatime(Yayoi)	ucldMean.c:clock
6095000	-286.2270353468744	NaN	-286.2270353468744	NaN	2372.0544186793695	1.0	0.8342108980889563	0.3489375852336051	-277.1463403970037	0.0020313206255456358	0.9886419576720706	0.011358042327928475	0.12761136799452039	Infinity	NaN	NaN	0	-7.596821594335141	2372.0544186793695	Infinity
6096000	-270.9575973340976	NaN	-270.9575973340976	NaN	1895.2739802833046	1.0	0.8342108980889563	0.3489375852336051	-263.6937660463606	0.0027336812353595426	0.9886419576720706	0.011358042327928475	0.08444037379347175	Infinity	NaN	NaN	0	-6.083119927598038	1895.2739802833046	Infinity
6097000	-279.3826911718477	NaN	-279.3826911718477	NaN	2137.626220886893	1.0	0.8342108980889563	0.14138242272703538	-271.340058540729	0.0015626149268926507	0.9886419576720706	0.011358042327928475	0.30052281173404305	Infinity	NaN	NaN	0	-6.590653558701167	2137.626220886893	Infinity
6098000	-274.52914027639207	NaN	-274.52914027639207	NaN	2083.7878752197003	1.0	0.8342108980889563	0.14138242272703538	-269.56375997648274	0.002293755293785451	0.9886419576720706	0.011358042327928475	0.0031887715503311673	Infinity	NaN	NaN	0	-6.38489319816707	2083.7878752197003	Infinity
6099000	-275.59835911366895	NaN	-275.59835911366895	NaN	1857.3461338913012	1.0	0.8342108980889563	0.14138242272703538	-270.1233884725839	0.00202212143083569	0.9886419576720706	0.011358042327928475	0.01217561473800169	Infinity	NaN	NaN	0	-6.254107962897909	1857.3461338913012	Infinity
6100000	-275.47396493198374	NaN	-275.47396493198374	NaN	1819.659456356098	1.0	0.8342108980889563	0.24030851037668996	-266.286189230967	0.0018303378884742822	0.9886419576720706	0.011358042327928475	0.44658690822978303	Infinity	NaN	NaN	0	-6.657135577838099	1819.659456356098	Infinity
6101000	-275.1768607155352	NaN	-275.1768607155352	NaN	1978.7243677780323	1.0	0.8342108980889563	0.24030851037668996	-268.3996463152558	0.00180988047531068	0.9886419576720706	0.011358042327928475	0.07020554216244836	Infinity	NaN	NaN	0	-6.083959004817369	1978.7243677780323	Infinity
6102000	-271.2648870229088	NaN	-271.2648870229088	NaN	1770.8618458360293	1.0	0.8342108980889563	0.24030851037668996	-264.5092114441545	0.0022160219376562286	0.9886419576720706	0.011358042327928475	0.00151363212100308	Infinity	NaN	NaN	0	-8.008804742548367	1770.8618458360293	Infinity
6103000	-278.9941759659121	NaN	-278.9941759659121	NaN	1891.4614527076192	1.0	0.8342108980889563	0.24030851037668996	-273.5888688932362	0.0014806727480315084	0.9886419576720706	0.011358042327928475	0.00506167667611348	Infinity	NaN	NaN	0	-6.093357457933405	1891.4614527076192	Infinity
6104000	-278.677785755374	NaN	-278.677785755374	NaN	1967.6400013129244	1.0	0.8342108980889563	0.24030851037668996	-273.21809971008656	0.0018802235429685292	0.9886419576720706	0.011358042327928475	0.006011190852900012	Infinity	NaN	NaN	0	-6.066095830499774	1967.6400013129244	Infinity
6105000	-281.57241029329543	NaN	-281.57241029329543	NaN	1861.3621424073522	1.0	0.8342108980889563	0.24030851037668996	-273.9383774709228	0.0013454111339301533	0.9886419576720706	0.011358042327928475	0.17852053697149994	Infinity	NaN	NaN	0	-6.227475622976643	1861.3621424073522	Infinity
6106000	-280.10737497999196	NaN	-280.10737497999196	NaN	2171.761873774571	1.0	0.8342108980889563	0.24030851037668996	-272.27813388954905	0.0015906874580006454	0.9886419576720706	0.011358042327928475	0.12452437976228024	Infinity	NaN	NaN	0	-6.729909160992556	2171.761873774571	Infinity
6107000	-277.72318203799654	NaN	-277.72318203799654	NaN	1805.6951605267675	1.0	0.8342108980889563	0.09332210030346759	-270.18180312502756	0.001468563570630329	0.9886419576720706	0.011358042327928475	0.2063816050640652	Infinity	NaN	NaN	0	-6.908371089109804	1805.6951605267675	Infinity
6108000	-276.2221396818909	NaN	-276.2221396818909	NaN	1952.1853166645021	1.0	0.8342108980889563	0.09543640779956158	-270.272095812571	0.0016226362095819982	0.9886419576720706	0.011358042327928475	0.08175806868952207	Infinity	NaN	NaN	0	-6.048179728070739	1952.1853166645021	Infinity
6109000	-276.5198649966712	NaN	-276.5198649966712	NaN	1987.9116350186594	1.0	0.8342108980889563	0.09543640779956158	-270.87222852636086	0.001561808749720424	0.9886419576720706	0.011358042327928475	0.046211674128684974	Infinity	NaN	NaN	0	-6.101523040395975	1987.9116350186594	Infinity
6110000	-272.98871052378985	NaN	-272.98871052378985	NaN	1823.8415766551395	1.0	0.8342108980889563	0.4243616733132002	-266.57992486262685	0.0019394397902391682	0.9886419576720706	0.011358042327928475	0.004487448282399703	Infinity	NaN	NaN	0	-6.595143331585412	1823.8415766551395	Infinity
6111000	-274.7601599053026	NaN	-274.7601599053026	NaN	2071.6536487362264	1.0	0.8342108980889563	0.4243616733132002	-269.0072069733467	0.0014450444268198745	0.9886419576720706	0.011358042327928475	0.0018997541204048732	Infinity	NaN	NaN	0	-6.341827758817342	2071.6536487362264	Infinity
6112000	-279.58162381377775	NaN	-279.58162381377775	NaN	2108.2826963016814	1.0	0.8342108980889563	0.3560809161028195	-273.7466049381641	0.0016063284462378413	0.9367327682904206	0.0632672317095785	0.0024653983829467053	Infinity	NaN	NaN	0	-6.47590377349583	2108.2826963016814	Infinity
6113000	-280.80471976438747	NaN	-280.80471976438747	NaN	1964.615513763964	1.0	0.8342108980889563	0.3560809161028195	-275.60514099374535	0.0014737957583395467	0.9367327682904206	0.0632672317095785	0.0015321435871250755	Infinity	NaN	NaN	0	-6.061913042164038	1964.615513763964	Infinity
6114000	-274.05584831347414	NaN	-274.05584831347414	NaN	1889.9626535302134	1.0	0.8342108980889563	0.3560809161028195	-268.9745575581735	0.0020201435855341453	0.9367327682904206	0.0632672317095785	0.0010989904404235854	Infinity	NaN	NaN	0	-6.097739017838076	1889.9626535302134	Infinity
6115000	-275.9711593453758	NaN	-275.9711593453758	NaN	2122.9043556745332	1.0	0.8342108980889563	0.3560809161028195	-272.08242825820633	0.00196624721035523	0.9367327682904206	0.0632672317095785	3.226034100928687E-5	Infinity	NaN	NaN	0	-6.532405853346205	2122.9043556745332	Infinity
6116000	-294.00336419498615	NaN	-294.00336419498615	NaN	2968.32455200403	1.0	0.8342108980889563	0.3560809161028195	-287.05022273754093	0.0016148116825923816	0.4294920383598162	0.5705079616401829	0.0013097578924691473	Infinity	NaN	NaN	0	-7.888260497115423	2438.910441555209	Infinity
6117000	-280.8929289665671	NaN	-280.8929289665671	NaN	2679.726805486336	1.0	0.8342108980889563	0.3560809161028195	-272.907339786499	0.001716374614939638	0.4294920383598162	0.5705079616401829	0.20676716498458012	Infinity	NaN	NaN	0	-6.052290587342162	1911.8314393932349	Infinity
6118000	-269.83827067233335	NaN	-269.83827067233335	NaN	1884.6503321355474	1.0	0.8342108980889563	0.1605580977492494	-263.44431296826303	0.001954560667202562	0.4294920383598162	0.5705079616401829	0.067710042629762	Infinity	NaN	NaN	0	-6.114979238352211	1884.6503321355474	Infinity
6119000	-271.59476952864435	NaN	-271.59476952864435	NaN	1888.3539270535475	1.0	0.8342108980889563	0.1605580977492494	-264.8453010583223	0.0015481114618955281	0.4294920383598162	0.5705079616401829	0.1150174040723403	Infinity	NaN	NaN	0	-6.102673861149526	1888.3539270535475	Infinity
6120000	-295.95443164120854	NaN	-295.95443164120854	NaN	2737.2466679545305	1.0	0.8342108980889563	0.1605580977492494	-283.85450784971005	0.0012429799398051189	0.4294920383598162	0.5705079616401829	0.6862854504185065	Infinity	NaN	NaN	0	-9.134900333784632	2737.2466679545305	Infinity
6121000	-271.7877648519357	NaN	-271.7877648519357	NaN	1886.9226555078008	1.0	0.8342108980889563	0.1605580977492494	-264.6641418447266	0.0021971373266736816	0.4294920383598162	0.5705079616401829	0.17868880044151553	Infinity	NaN	NaN	0	-6.107270826431424	1886.9226555078008	Infinity
6122000	-281.1802341233217	NaN	-281.1802341233217	NaN	1938.6145647832427	1.0	0.8342108980889563	0.16814062548776026	-274.3678751760408	0.0021357957175646347	0.4294920383598162	0.5705079616401829	0.12758182893488823	Infinity	NaN	NaN	0	-6.0403369820782	1938.6145647832427	Infinity
6123000	-287.6330406901695	NaN	-287.6330406901695	NaN	2602.4041001603314	1.0	0.8342108980889563	0.16814062548776026	-281.0160759832298	0.0011957321839384718	0.4294920383598162	0.5705079616401829	0.018375478467288858	Infinity	NaN	NaN	0	-7.0230339945479425	2240.7432686625834	Infinity
6124000	-269.74609692515395	NaN	-269.74609692515395	NaN	1895.4982002368115	1.0	0.8342108980889563	0.16814062548776026	-265.8083153276935	0.0018699540410567143	0.4294920383598162	0.5705079616401829	4.659687112150844E-4	Infinity	NaN	NaN	0	-6.082557338543375	1895.4982002368115	Infinity
6125000	-273.11723030555703	NaN	-273.11723030555703	NaN	1921.4142017315157	1.0	0.8342108980889563	0.27788494835618266	-264.5753459402156	0.002803344690024083	0.4294920383598162	0.5705079616401829	0.39971493653477114	Infinity	NaN	NaN	0	-6.043251041982948	1921.4142017315157	Infinity
6126000	-266.07516318438263	NaN	-266.07516318438263	NaN	1980.91820371807	1.0	0.8342108980889563	0.43551048452396557	-256.88035897304025	0.0026705409864757235	0.4294920383598162	0.5705079616401829	0.4443527680107062	Infinity	NaN	NaN	0	-6.087937432968993	1980.91820371807	Infinity
6127000	-267.94934306110196	NaN	-267.94934306110196	NaN	1923.0104442056615	1.0	0.8342108980889563	0.601070669761528	-260.4930706759447	0.0021710138730515554	0.4294920383598162	0.5705079616401829	0.05196255012283088	Infinity	NaN	NaN	0	-6.042296488991946	1923.0104442056615	Infinity
6128000	-280.8004451973116	NaN	-280.8004451973116	NaN	2253.9370779299506	1.0	0.8342108980889563	0.601070669761528	-272.5164800582371	0.0012320091342161758	0.4294920383598162	0.5705079616401829	0.03603682093685637	Infinity	NaN	NaN	0	-7.080188685667908	2253.9370779299506	Infinity
6129000	-279.385247666999	NaN	-279.385247666999	NaN	2128.602247282195	1.0	0.8342108980889563	0.601070669761528	-271.96957541872865	0.0013921187940885633	0.4294920383598162	0.5705079616401829	0.018866718604890923	Infinity	NaN	NaN	0	-6.554799547233341	2128.602247282195	Infinity
6130000	-280.3638470694381	NaN	-280.3638470694381	NaN	1917.1601162753254	1.0	0.8342108980889563	0.601070669761528	-273.0640274951114	0.0016444972117268433	0.4294920383598162	0.5705079616401829	0.0393729097082254	Infinity	NaN	NaN	0	-6.0465452796152555	1917.1601162753254	Infinity
6131000	-291.9494361931499	NaN	-291.9494361931499	NaN	2106.763462982906	1.0	0.8342108980889563	1.6717637274061838	-283.4575050964065	0.0011420823138088905	0.41619445778335495	0.5838055422166442	0.022134257571589162	Infinity	NaN	NaN	0	-6.470118877943437	2106.763462982906	Infinity
6132000	-285.10799445663304	NaN	-285.10799445663304	NaN	2714.3067821291447	1.0	0.8342108980889563	1.414445888633398	-277.5172782617678	0.001542977313730269	0.41619445778335495	0.5838055422166442	0.010947430226289941	Infinity	NaN	NaN	0	-6.106844213516137	1887.0529410736463	Infinity
6133000	-291.7770421072321	NaN	-291.7770421072321	NaN	2015.7812358602332	1.0	0.8342108980889563	1.414445888633398	-282.94890011598716	0.0015523566845760232	0.41619445778335495	0.5838055422166442	0.0899692374284521	Infinity	NaN	NaN	0	-6.167582920832519	2015.7812358602332	Infinity
6134000	-292.59812177727764	NaN	-292.59812177727764	NaN	2113.997933374816	1.0	0.8342108980889563	1.414445888633398	-283.2059031438572	0.0016715549566462692	0.41619445778335495	0.5838055422166442	0.12353182176650797	Infinity	NaN	NaN	0	-6.497815323735519	2113.997933374816	Infinity
6135000	-292.1833767469737	NaN	-292.1833767469737	NaN	1956.7736562973164	1.0	0.8342108980889563	1.414445888633398	-282.8365451873172	0.0012632052123451535	0.41619445778335495	0.5838055422166442	0.19551118133559045	Infinity	NaN	NaN	0	-6.052572980216742	1956.7736562973164	Infinity
6136000	-278.67552004936204	NaN	-278.67552004936204	NaN	1983.3418638100584	1.0	0.8342108980889563	1.414445888633398	-269.2843880189566	0.0017949377453842662	0.41619445778335495	0.5838055422166442	0.1963929635158051	Infinity	NaN	NaN	0	-6.092492717763108	1983.3418638100584	Infinity
6137000	-285.4674751783641	NaN	-285.4674751783641	NaN	1948.2512050023704	1.0	0.8342108980889563	1.414445888633398	-276.8058898232596	0.0018925224992784164	0.41619445778335495	0.5838055422166442	0.08439295734129419	Infinity	NaN	NaN	0	-6.045085864020288	1948.2512050023704	Infinity
6138000	-294.2962533153712	NaN	-294.2962533153712	NaN	2143.476160777876	1.0	0.8342108980889563	1.7454364682900834	-282.2333368645285	0.0011752800200432116	0.41619445778335495	0.5838055422166442	0.704108479018954	Infinity	NaN	NaN	0	-6.614132831755666	2143.476160777876	Infinity
6139000	-288.01112687729506	NaN	-288.01112687729506	NaN	1896.9451436847428	1.0	0.8342108980889563	1.7454364682900834	-277.8007083968897	0.0014790136200042827	0.6411310504456577	0.35886894955434145	0.3327727770778208	Infinity	NaN	NaN	0	-6.079029541133968	1896.9451436847428	Infinity
6140000	-291.9567119527403	NaN	-291.9567119527403	NaN	2343.6891762034297	1.0	0.8342108980889563	1.7454364682900834	-282.63999188118834	0.0015565592367074346	0.6411310504456577	0.35886894955434145	0.014175668390774424	Infinity	NaN	NaN	0	-7.472564874337872	2343.6891762034297	Infinity
6141000	-281.5184710901592	NaN	-281.5184710901592	NaN	1873.8947361222422	1.0	0.8342108980889563	1.7454364682900834	-272.4664923639778	0.0017532248513987935	0.6411310504456577	0.35886894955434145	0.08993605141950503	Infinity	NaN	NaN	0	-6.158823895616574	1873.8947361222422	Infinity
6142000	-273.74859655531924	NaN	-273.74859655531924	NaN	1937.143978820403	1.0	0.8342108980889563	1.2682592095397691	-263.6972701061174	0.0024472795004765505	0.6411310504456577	0.35886894955434145	0.3921471429013141	Infinity	NaN	NaN	0	-6.039988484726346	1937.143978820403	Infinity
6143000	-295.1913867715047	NaN	-295.1913867715047	NaN	2620.7328110748845	1.0	0.46005819209738535	1.2682592095397691	-285.2912111887732	0.001157774656118587	0.6411310504456577	0.35886894955434145	0.008446707703584768	Infinity	NaN	NaN	0	-8.66050295679111	2620.7328110748845	Infinity
6144000	-287.50596847164053	NaN	-287.50596847164053	NaN	1961.0140723438199	1.0	0.46005819209738535	0.26862733615763634	-281.67380776218295	0.001566146972731521	0.6411310504456577	0.35886894955434145	0.010586796613427095	Infinity	NaN	NaN	0	-6.0573466529059266	1961.0140723438199	Infinity
6145000	-280.9369016079913	NaN	-280.9369016079913	NaN	2038.1656151532097	1.0	0.46005819209738535	0.12870663025478984	-276.02011874822216	0.0016812343973499834	0.6411310504456577	0.35886894955434145	0.004824774034642727	Infinity	NaN	NaN	0	-6.231851051423028	2038.1656151532097	Infinity
6146000	-267.9951926374962	NaN	-267.9951926374962	NaN	1861.2727045802803	1.0	0.46005819209738535	0.04884698184303793	-262.3261612062616	0.0026483249996892802	0.6411310504456577	0.35886894955434145	0.10557414844405862	Infinity	NaN	NaN	0	-6.228042504346339	1861.2727045802803	Infinity
6147000	-282.29662820197836	NaN	-282.29662820197836	NaN	2533.4192591018955	1.0	0.46005819209738535	0.14354736267271598	-275.1241889939537	0.0018966911008038686	0.6411310504456577	0.35886894955434145	0.0058114064235776286	Infinity	NaN	NaN	0	-8.294105479344918	2533.4192591018955	Infinity
6148000	-276.5107374271771	NaN	-276.5107374271771	NaN	1904.4244197010723	1.0	0.46005819209738535	0.07406520400033434	-274.5098459268589	0.0014477024659884838	0.6411310504456577	0.35886894955434145	4.016844547591273E-5	Infinity	NaN	NaN	0	-6.0635091538013	1904.4244197010723	Infinity
6149000	-285.1576859675879	NaN	-285.1576859675879	NaN	1868.7506490420678	1.0	0.46005819209738535	0.07406520400033434	-282.4131998486117	0.0010786338640876988	0.6411310504456577	0.35886894955434145	1.551979561076052E-4	Infinity	NaN	NaN	0	-6.184516864300077	1868.7506490420678	Infinity
6150000	-288.1642904907629	NaN	-288.1642904907629	NaN	2606.443453578011	1.0	0.46005819209738535	0.07406520400033434	-285.2161353217117	0.0012427234320131805	0.6411310504456577	0.35886894955434145	1.966333509983375E-4	Infinity	NaN	NaN	0	-6.279128639388933	2053.10585057708	Infinity
6151000	-283.6098730522961	NaN	-283.6098730522961	NaN	2055.8298271602516	1.0	0.46005819209738535	0.07406520400033434	-280.96782143761067	0.0014774170041174167	0.6411310504456577	0.35886894955434145	9.924550556074851E-5	Infinity	NaN	NaN	0	-6.288075922385394	2055.8298271602516	Infinity
6152000	-273.2983843759798	NaN	-273.2983843759798	NaN	1781.6256809424747	1.0	0.46005819209738535	0.027815409099654936	-269.71715458859893	0.002469218672397116	0.6411310504456577	0.35886894955434145	3.596169260166759E-4	Infinity	NaN	NaN	0	-7.568846564491653	1781.6256809424747	Infinity
6153000	-273.7030374617298	NaN	-273.7030374617298	NaN	2000.4100286025468	1.0	0.46005819209738535	0.027815409099654936	-271.0971681709298	0.0018031371351486726	0.6411310504456577	0.35886894955434145	9.828501356345394E-4	Infinity	NaN	NaN	0	-6.128960023567459	2000.4100286025468	Infinity
6154000	-291.24506133521743	NaN	-291.24506133521743	NaN	2282.5170838341983	1.0	0.46005819209738535	0.027815409099654936	-287.29945443647046	0.0015265659665097007	0.6411310504456577	0.35886894955434145	0.0017365560580622319	Infinity	NaN	NaN	0	-7.204663231043335	2282.5170838341983	Infinity
6155000	-276.8007596335471	NaN	-276.8007596335471	NaN	2030.1562482486859	1.0	0.46005819209738535	0.027815409099654936	-272.2296513027716	0.001530636507253489	0.38027136621095603	0.6197286337890431	0.045824132361858	Infinity	NaN	NaN	0	-6.2078755631916005	2030.1562482486859	Infinity
6156000	-287.3966513188678	NaN	-287.3966513188678	NaN	2154.1112542758374	1.0	0.46005819209738535	0.027815409099654936	-280.6567512059299	0.0010590282278041742	0.38027136621095603	0.6197286337890431	0.34667155015455997	Infinity	NaN	NaN	0	-6.657252224034692	2154.1112542758374	Infinity
6157000	-278.6769256428502	NaN	-278.6769256428502	NaN	2054.3443406485753	1.0	0.46005819209738535	0.027815409099654936	-274.70396465480763	0.0012266243317313518	0.38027136621095603	0.6197286337890431	0.012805054748605852	Infinity	NaN	NaN	0	-6.283184815986413	2054.3443406485753	Infinity
6158000	-277.2211248694657	NaN	-277.2211248694657	NaN	1810.219823490896	1.0	0.46005819209738535	0.027815409099654936	-273.41935066110904	0.0013402093949687044	0.38027136621095603	0.6197286337890431	0.0029184473909747593	Infinity	NaN	NaN	0	-6.81872008808622	1810.219823490896	Infinity
6159000	-278.7307001529295	NaN	-278.7307001529295	NaN	1822.236771762104	1.0	0.46005819209738535	0.027815409099654936	-275.37838507299756	0.0021888248953427355	0.38027136621095603	0.6197286337890431	0.0017108885748082204	Infinity	NaN	NaN	0	-6.618294440866775	1822.236771762104	Infinity
6160000	-279.08253354933134	NaN	-279.08253354933134	NaN	1901.7207311999011	1.0	0.46005819209738535	0.027815409099654936	-276.0891518950038	0.002168249491894685	0.5306464545742007	0.46935354542579844	0.0025764330042894884	Infinity	NaN	NaN	0	-6.0686100543247825	1901.7207311999011	Infinity
6161000	-268.18935465437403	NaN	-268.18935465437403	NaN	1781.2844832406145	1.0	0.46005819209738535	0.022040306985393828	-262.07577049175643	0.0028702118009380027	0.5306464545742007	0.46935354542579844	0.0854856574399626	Infinity	NaN	NaN	0	-7.581080331902256	1781.2844832406145	Infinity
6162000	-271.4146661524722	NaN	-271.4146661524722	NaN	1944.4713891177116	1.0	0.46005819209738535	0.022040306985393828	-265.96893379838605	0.0019280190276473928	0.5306464545742007	0.46935354542579844	0.23794053595027226	Infinity	NaN	NaN	0	-6.042728807802286	1944.4713891177116	Infinity
6163000	-279.96301197088115	NaN	-279.96301197088115	NaN	1965.0619738991747	1.0	0.46005819209738535	0.022040306985393828	-273.197966468604	0.0019497449728531249	0.5306464545742007	0.46935354542579844	0.578134871745546	Infinity	NaN	NaN	0	-6.062510821316999	1965.0619738991747	Infinity
6164000	-273.7002140085434	NaN	-273.7002140085434	NaN	1900.8459598699703	1.0	0.46005819209738535	0.022040306985393828	-267.6342985986239	0.0016352159299518572	0.599790261182634	0.40020973881736505	0.3813095456392768	Infinity	NaN	NaN	0	-6.07038168339087	1900.8459598699703	Infinity
6165000	-282.27507953223716	NaN	-282.27507953223716	NaN	2066.2515773393166	1.0	0.20453445824394081	0.022040306985393828	-276.50816539531604	0.0013994003165486034	0.6633817619519231	0.336618238048076	0.24696259955010447	Infinity	NaN	NaN	0	-6.323152140417651	2066.2515773393166	Infinity
6166000	-281.3345057051702	NaN	-281.3345057051702	NaN	2116.894930175999	1.0	0.20453445824394081	0.022040306985393828	-277.36719596418345	0.0017805339901066065	0.6633817619519231	0.336618238048076	0.029271749386061908	Infinity	NaN	NaN	0	-6.075423804147249	1898.5044657449466	Infinity
6167000	-289.60343470680664	NaN	-289.60343470680664	NaN	2776.580645319043	1.0	0.20453445824394081	0.019984966419136656	-284.9394468112069	0.001588629160896775	0.6633817619519231	0.336618238048076	0.10996063600126868	Infinity	NaN	NaN	0	-6.04468349502847	1919.385762788935	Infinity
6168000	-290.4229778271736	NaN	-290.4229778271736	NaN	2962.69585918828	1.0	0.347962090150669	0.03831901782748915	-284.64152770133865	0.0013878606494872674	0.6633817619519231	0.336618238048076	0.19562860935174622	Infinity	NaN	NaN	0	-6.0523397797607785	1911.792270714225	Infinity
6169000	-275.9929546218868	NaN	-275.9929546218868	NaN	1941.6449259317073	1.0	0.347962090150669	0.03831901782748915	-272.16241420041325	0.0017786578141091964	0.6633817619519231	0.336618238048076	0.008393744256657378	Infinity	NaN	NaN	0	-6.041377941916369	1941.6449259317073	Infinity
6170000	-276.42461605117563	NaN	-276.42461605117563	NaN	2022.2734958688668	1.0	0.347962090150669	0.03831901782748915	-271.4715253112034	0.0017512736013407695	0.6633817619519231	0.336618238048076	0.054193693829120114	Infinity	NaN	NaN	0	-6.185319865818269	2022.2734958688668	Infinity
6171000	-299.65254066168353	NaN	-299.65254066168353	NaN	2630.138211707557	1.0	0.347962090150669	0.03831901782748915	-290.45769472304397	0.001185403708232956	0.6633817619519231	0.336618238048076	0.37423066929769233	Infinity	NaN	NaN	0	-8.69942804036542	2630.138211707557	Infinity
6172000	-285.07674951204837	NaN	-285.07674951204837	NaN	2176.9972046928046	1.0	0.347962090150669	0.061660110670509444	-278.2446308587259	0.001546214797820687	0.6633817619519231	0.336618238048076	0.17545665152741055	Infinity	NaN	NaN	0	-6.75169133683946	2176.9972046928046	Infinity
6173000	-290.01134094721795	NaN	-290.01134094721795	NaN	2420.9284681050094	1.0	0.347962090150669	0.061660110670509444	-283.54479310935875	0.0012852826722707209	0.6633817619519231	0.336618238048076	0.019341626977214806	Infinity	NaN	NaN	0	-7.810148565375211	2420.9284681050094	Infinity
6174000	-280.9248916108753	NaN	-280.9248916108753	NaN	1952.0124702330038	1.0	0.347962090150669	0.061660110670509444	-274.99525893620955	0.0015618009029071472	0.6633817619519231	0.336618238048076	0.13965365990981726	Infinity	NaN	NaN	0	-6.048030495403148	1952.0124702330038	Infinity
6175000	-273.429875715043	NaN	-273.429875715043	NaN	2021.944852520182	1.0	0.347962090150669	0.061660110670509444	-267.8434001974048	0.0019506585704138766	0.6633817619519231	0.336618238048076	0.07229278042303247	Infinity	NaN	NaN	0	-6.184403235890409	2021.944852520182	Infinity
6176000	-282.27826272412693	NaN	-282.27826272412693	NaN	1994.5871302645853	1.0	0.347962090150669	0.061660110670509444	-276.05222996177065	0.0011950823396658105	0.6633817619519231	0.336618238048076	0.1812074074467529	Infinity	NaN	NaN	0	-6.115699149266509	1994.5871302645853	Infinity
6177000	-282.1366792140881	NaN	-282.1366792140881	NaN	1935.3860041268865	1.0	0.347962090150669	0.0696244673983183	-276.636968531812	0.0013887987998718572	0.6633817619519231	0.336618238048076	0.06601388725515603	Infinity	NaN	NaN	0	-6.039709818155524	1935.3860041268865	Infinity
6178000	-288.928637238855	NaN	-288.928637238855	NaN	2415.611812376668	1.0	0.347962090150669	0.0696244673983183	-282.23828878604627	0.001057069668206244	0.6633817619519231	0.336618238048076	0.15159776220779222	Infinity	NaN	NaN	0	-6.623486653628989	1821.8841091704085	Infinity
